makesafe,wdrinkng,wall,toilet,tenurlot,tenurhws,strrec,shareit,segregate,roof,regcode,psurec,provcode,bedroom,hhnum,fwealthq,fuelmain,floor,finalwgt,electrct,dweltype,dump,drinksafe,composting,collect,burn
0,41,3,1,1,1,3,0,1,1,1,4,28,2,318,5,2,4,341.18518066,1,2,1,0,0,0,1
0,21,1,1,3,1,4,0,0,1,1,1,28,0,32,2,6,8,228.5216217,1,1,1,0,0,0,0
1,11,1,1,1,1,4,0,1,1,1,1,28,0,33,3,6,8,228.5216217,1,1,0,1,0,0,1
0,31,3,1,1,1,4,0,0,1,1,1,28,1,34,2,6,8,228.5216217,1,1,1,0,0,0,1
1,11,1,1,1,1,4,0,1,1,1,1,28,2,35,3,6,8,228.5216217,1,1,0,1,1,0,0
0,31,1,1,1,1,4,0,0,1,1,1,28,2,36,2,6,8,228.5216217,1,1,0,0,0,0,1
9,91,1,1,1,1,4,0,0,1,1,1,28,2,37,3,6,8,228.5216217,1,1,0,9,0,0,1
1,21,1,1,3,3,4,0,1,1,1,1,28,1,38,2,6,8,228.5216217,1,1,1,1,0,0,0
9,91,1,1,3,3,4,1,0,1,1,1,28,0,39,3,6,8,228.5216217,1,1,0,9,0,0,1
0,11,1,2,1,1,1,0,1,2,1,1,28,3,4,5,2,6,375.89920044,1,1,0,0,1,1,0
0,31,2,1,1,1,3,0,0,1,1,1,28,3,40,3,6,8,341.18518066,1,1,1,0,0,0,0
0,31,2,1,1,1,3,1,0,1,1,1,28,2,41,3,6,8,341.18518066,1,2,1,0,0,0,0
1,31,5,1,1,1,3,0,0,5,1,1,28,2,42,2,6,1,341.18518066,1,1,1,1,1,0,0
3,31,1,1,1,1,3,0,0,3,1,1,28,2,43,5,2,6,341.18518066,1,1,0,1,1,0,0
9,91,1,1,1,1,3,0,0,1,1,1,28,4,44,4,2,8,341.18518066,1,1,0,9,0,0,1
1,11,1,1,1,1,3,0,1,1,1,1,28,2,45,4,6,8,341.18518066,1,1,0,1,0,0,1
0,31,2,1,1,1,3,1,1,5,1,1,28,0,46,3,5,8,341.18518066,1,1,0,0,0,0,1
0,11,1,1,1,1,3,1,0,1,1,1,28,2,47,3,6,8,341.18518066,1,1,0,0,0,0,1
9,91,10,0,1,1,3,9,0,1,1,1,28,2,48,3,6,8,341.18518066,1,1,0,9,0,0,1
9999,12,1,1,1,1,3,1,0,1,1,1,28,2,49,3,6,8,341.18518066,4,1,0,9999,0,0,1
0,11,2,1,1,1,1,0,1,1,1,1,28,3,5,5,2,2,375.89920044,1,1,0,0,0,1,1
9999,13,1,1,1,1,3,0,1,1,1,1,28,1,50,3,6,8,341.18518066,1,1,0,9999,0,0,1
9,91,1,1,1,1,3,0,0,1,1,1,28,2,51,4,2,6,341.18518066,1,1,0,9,0,0,1
0,31,1,1,1,1,3,0,0,1,1,1,28,2,52,2,6,8,341.18518066,1,1,1,0,1,0,0
1,31,3,1,1,1,3,0,0,1,1,1,28,2,53,2,6,8,341.18518066,1,1,1,1,0,0,0
0,31,2,1,2,2,3,0,0,5,1,1,28,2,54,3,6,2,341.18518066,1,1,1,0,0,0,0
0,11,1,1,1,1,1,0,0,1,1,2,28,2,55,4,6,8,375.89920044,1,1,0,0,1,0,0
0,11,1,1,1,1,1,0,0,1,1,2,28,2,56,2,6,8,375.89920044,1,1,0,0,0,0,1
0,11,1,1,1,1,1,0,0,1,1,2,28,2,57,3,6,8,375.89920044,1,1,0,0,0,0,1
0,31,2,1,3,1,1,1,0,1,1,2,28,1,58,1,6,8,375.89920044,1,2,0,0,0,0,1
0,11,2,1,1,1,1,0,0,1,1,2,28,1,59,2,6,1,375.89920044,1,1,1,0,0,0,0
0,11,1,1,1,1,1,0,1,1,1,1,28,2,6,4,2,8,375.89920044,1,1,0,0,0,1,1
2,41,1,1,1,1,1,0,1,1,1,2,28,3,60,4,6,8,375.89920044,1,1,1,1,1,0,0
4,11,5,1,3,1,1,0,0,1,1,2,28,1,61,2,6,8,375.89920044,1,1,1,1,0,0,1
0,11,1,1,1,1,1,0,0,1,1,2,28,2,62,3,6,8,375.89920044,1,1,0,0,0,1,0
0,11,2,1,3,1,1,0,1,1,1,2,28,0,63,4,2,8,375.89920044,4,1,1,0,0,0,0
1,41,1,2,1,1,1,0,0,1,1,2,28,3,64,5,2,8,375.89920044,1,1,0,1,0,0,1
0,31,1,1,3,3,1,0,1,1,1,2,28,1,65,2,6,8,375.89920044,1,1,0,0,0,0,1
0,11,2,1,3,3,1,0,1,1,1,2,28,1,66,1,6,8,375.89920044,0,1,0,0,1,0,0
0,11,3,1,3,3,1,0,0,1,1,2,28,3,67,3,6,8,375.89920044,1,1,0,0,0,0,1
9,91,1,1,3,3,5,0,0,1,1,1,28,2,68,3,6,8,351.52288818,1,1,0,9,1,0,1
1,31,2,1,1,1,5,0,0,1,1,1,28,2,69,2,6,1,351.52288818,1,1,0,1,0,0,1
1,11,1,1,1,1,1,1,1,1,1,1,28,3,7,4,5,6,375.89920044,1,1,0,1,0,1,0
9,91,1,1,1,1,5,1,0,1,1,1,28,0,70,4,6,8,351.52288818,1,1,1,9,0,0,0
9,91,3,1,1,1,5,0,1,1,1,1,28,2,71,3,5,8,351.52288818,1,1,0,9,0,0,1
9,91,1,1,1,1,5,1,0,1,1,1,28,3,72,4,6,8,351.52288818,1,1,0,9,0,0,1
9,91,1,1,1,1,5,0,1,1,1,1,28,2,73,4,6,8,351.52288818,1,1,0,9,0,1,1
0,12,2,1,3,1,5,0,0,1,1,1,28,1,74,2,6,1,351.52288818,1,1,0,0,0,0,1
0,13,1,1,1,1,5,1,1,1,1,1,28,2,75,3,5,8,351.52288818,1,1,0,0,0,0,1
1,21,1,2,3,3,5,0,1,1,1,1,28,3,76,4,6,6,351.52288818,1,1,1,1,0,0,1
9,91,1,1,1,1,5,0,1,1,1,1,28,2,77,3,6,8,351.52288818,1,1,0,9,0,0,1
2,31,1,1,3,1,5,0,1,1,1,1,28,3,78,2,6,8,351.52288818,1,1,0,1,0,0,1
9,91,1,1,1,1,5,0,1,1,1,1,28,2,79,4,2,8,351.52288818,1,1,0,9,0,0,1
9,91,1,1,3,3,1,0,1,1,1,1,28,1,8,3,6,8,375.89920044,1,1,0,9,0,1,0
9,91,1,1,3,3,5,0,0,1,1,1,28,4,80,4,6,6,351.52288818,1,1,0,9,1,0,0
9,91,1,1,1,1,5,0,1,1,1,1,28,2,81,5,2,6,351.52288818,1,1,0,9,0,0,1
9,91,2,1,3,3,5,0,1,1,1,1,28,1,82,3,2,3,351.52288818,1,1,0,9,1,0,0
1,31,2,1,3,3,5,1,1,1,1,1,28,0,83,2,6,3,351.52288818,1,1,0,1,1,0,0
0,31,1,1,1,1,5,0,0,1,1,1,28,2,84,3,6,8,351.52288818,1,1,0,0,0,0,1
0,41,1,1,3,3,5,0,1,1,1,1,28,2,85,4,6,8,351.52288818,1,1,1,0,0,0,1
1,41,1,1,1,1,5,0,1,1,1,1,28,1,86,3,6,8,351.52288818,1,1,0,1,1,0,1
0,31,1,1,1,1,5,0,1,1,1,1,28,3,87,4,5,8,351.52288818,1,1,0,0,0,0,1
0,41,1,1,1,1,5,1,1,1,1,1,28,2,88,4,5,8,351.52288818,1,1,0,0,1,0,0
1,31,1,1,3,3,5,0,1,1,1,1,28,1,89,3,6,8,351.52288818,1,1,0,1,0,0,1
1,11,3,1,3,3,1,0,1,1,1,1,28,3,9,4,2,8,375.89920044,1,1,0,1,0,1,0
0,41,1,1,1,1,5,0,1,1,1,1,28,3,90,4,6,8,351.52288818,1,1,0,0,0,0,1
2,41,3,1,1,1,4,0,1,1,1,2,28,1,91,4,6,8,341.71463013,1,1,0,1,1,0,1
0,11,3,1,3,1,4,0,0,1,1,2,28,2,92,3,6,8,341.71463013,1,1,0,0,0,0,1
3,42,1,1,3,3,4,0,1,1,1,2,28,3,93,5,6,6,341.71463013,1,1,0,1,1,0,0
0,21,1,2,1,1,4,0,0,1,1,2,28,3,94,3,6,8,341.71463013,1,1,0,0,0,0,1
4,11,3,1,1,1,4,0,0,1,1,2,28,2,95,3,6,8,341.71463013,1,1,0,1,1,0,1
1,11,3,1,1,1,4,0,0,1,1,2,28,5,96,5,6,6,341.71463013,1,1,0,1,1,0,1
0,41,2,1,3,3,4,0,0,1,1,2,28,0,97,2,6,8,341.71463013,1,1,0,0,0,0,1
2,41,2,1,1,1,4,0,1,1,1,2,28,2,98,2,6,8,341.71463013,1,1,0,1,1,0,1
9,91,1,2,1,1,5,0,1,1,1,2,28,4,99,5,2,8,271.45379639,1,1,0,9,0,0,1
0,12,3,3,3,3,7,0,1,1,1,1,29,6,319,4,3,3,357.61621094,1,3,0,0,1,0,0
0,13,1,1,1,1,7,0,9999,7,1,1,29,2,320,3,6,8,357.61621094,1,1,1,0,0,0,0
9999,13,3,1,1,1,7,0,1,1,1,1,29,2,321,2,6,8,357.61621094,1,1,0,9999,0,0,1
0,31,1,1,1,1,7,0,1,1,1,1,29,2,322,3,6,8,357.61621094,1,1,1,0,0,0,1
0,13,2,2,2,2,7,2,1,1,1,1,29,2,323,4,2,2,357.61621094,1,2,1,0,0,0,1
0,11,1,1,1,1,7,0,9999,1,1,1,29,3,324,4,2,6,357.61621094,1,1,0,0,0,0,1
0,13,1,1,1,1,7,0,1,1,1,1,29,2,325,3,6,8,357.61621094,1,1,0,0,1,0,1
1,13,1,1,1,1,7,0,0,1,1,1,29,2,326,4,9999,8,357.61621094,1,1,0,1,1,0,1
0,13,3,1,1,1,7,0,1,1,1,1,29,2,327,2,6,8,357.61621094,1,1,0,0,1,0,0
0,13,1,1,1,1,7,0,1,1,1,1,29,1,328,4,3,8,357.61621094,1,1,0,0,0,0,1
0,13,3,1,1,1,7,0,1,1,1,1,29,2,329,3,6,8,357.61621094,1,1,0,0,0,0,1
9,91,1,1,1,1,7,0,1,1,1,1,29,2,330,3,6,8,357.61621094,1,1,0,9,1,0,1
0,13,3,1,1,1,7,0,1,1,1,1,29,2,331,4,6,6,357.61621094,1,1,0,0,1,0,1
4,12,1,1,4,4,7,0,0,1,1,1,29,3,332,4,6,6,357.61621094,4,1,0,1,1,0,1
9999,13,3,1,1,1,7,1,1,1,1,1,29,1,333,3,2,8,357.61621094,4,2,1,9999,0,0,1
9999,13,3,1,1,1,7,1,0,1,1,1,29,0,334,2,6,8,357.61621094,1,1,0,9999,0,0,1
0,13,1,3,1,1,7,0,1,1,1,1,29,2,335,2,6,8,357.61621094,1,1,0,0,0,0,1
0,12,1,1,1,1,7,0,0,1,1,1,29,2,336,3,6,8,357.61621094,1,1,0,0,0,0,1
0,13,5,1,3,1,7,0,1,5,1,1,29,2,337,2,5,8,357.61621094,1,1,0,0,1,0,1
9,91,1,2,1,1,6,0,1,1,1,1,29,3,338,5,2,6,356.34274292,1,1,0,9,1,0,0
9,91,3,2,1,1,6,0,1,1,1,1,29,1,341,2,5,8,356.34274292,1,1,0,9,1,0,1
1,31,3,1,1,1,6,0,1,1,1,1,29,2,342,3,6,8,356.34274292,1,1,0,1,0,0,1
9,91,1,1,2,2,6,0,0,1,1,1,29,2,343,5,2,8,356.34274292,1,2,1,9,0,0,0
9,91,3,2,2,2,6,0,1,1,1,1,29,2,345,5,2,7,356.34274292,1,2,0,9,1,0,0
9,91,3,2,1,1,6,0,1,1,1,1,29,4,347,5,1,4,356.34274292,1,1,0,9,0,0,1
1,12,1,2,3,3,6,0,1,1,1,1,29,4,348,4,6,8,356.34274292,1,1,0,1,1,0,1
0,21,1,1,1,1,7,0,0,1,1,2,29,1,350,2,6,8,357.61621094,0,1,0,0,1,0,0
0,21,5,1,1,1,7,0,0,1,1,2,29,2,351,1,6,3,357.61621094,1,1,0,0,0,0,1
1,21,1,2,1,1,7,0,1,1,1,2,29,1,352,3,2,8,357.61621094,1,1,0,1,1,1,0
0,21,3,2,1,1,7,0,1,1,1,2,29,1,353,4,6,8,357.61621094,1,1,0,0,0,0,1
1,21,1,1,3,3,7,0,0,1,1,2,29,3,354,2,6,2,357.61621094,1,2,0,1,0,0,1
1,11,1,1,1,1,7,0,0,1,1,2,29,4,355,4,2,8,357.61621094,1,2,0,1,0,0,1
9,91,1,1,1,1,7,0,0,1,1,2,29,2,356,4,2,8,357.61621094,1,1,1,9,0,0,0
0,21,2,2,3,3,7,0,1,1,1,2,29,1,357,3,6,8,357.61621094,1,1,0,0,0,0,1
1,21,1,1,1,1,7,0,1,1,1,2,29,1,358,2,6,8,357.61621094,1,1,0,1,1,0,1
0,21,1,1,1,1,7,0,0,1,1,2,29,1,359,2,6,1,357.61621094,4,1,0,0,0,0,1
0,12,1,1,1,1,7,0,1,1,1,2,29,2,360,4,6,8,357.61621094,1,1,1,0,0,0,0
9,91,1,1,1,1,7,0,1,1,1,2,29,2,361,4,2,8,357.61621094,1,1,0,9,1,0,1
9,91,1,1,3,1,7,1,0,1,1,2,29,2,362,4,6,8,357.61621094,1,1,0,9,1,0,0
1,21,2,1,3,1,7,1,1,1,1,2,29,2,363,3,6,8,357.61621094,1,1,1,1,0,0,0
9,91,1,1,1,1,7,0,1,1,1,2,29,2,364,4,6,8,357.61621094,1,1,0,9,1,0,0
9,91,2,1,1,1,7,0,1,1,1,2,29,1,365,3,6,8,357.61621094,1,1,0,9,1,0,0
9,91,1,1,1,1,7,0,0,1,1,2,29,3,366,3,6,8,357.61621094,1,1,0,9,0,0,1
9,91,2,1,3,1,7,1,0,1,1,2,29,1,367,4,2,1,357.61621094,4,1,1,9,0,0,0
0,21,1,1,3,1,10,0,1,1,1,1,29,2,368,3,6,8,365.91073608,1,1,0,0,0,1,0
0,11,1,1,1,1,10,0,0,1,1,1,29,2,369,4,2,8,365.91073608,1,1,0,0,1,0,0
1,21,1,1,3,1,10,0,1,1,1,1,29,2,370,3,6,8,365.91073608,1,1,0,1,1,0,0
1,21,3,1,3,1,10,0,1,1,1,1,29,0,371,2,6,8,365.91073608,1,1,0,1,0,0,1
1,21,1,1,1,1,10,0,1,1,1,1,29,3,372,4,6,8,365.91073608,1,1,0,1,0,1,0
0,21,1,1,3,1,10,0,1,1,1,1,29,2,373,4,2,8,365.91073608,1,1,0,0,0,1,0
9999,31,1,1,1,1,10,0,1,1,1,1,29,2,374,2,6,8,365.91073608,0,1,0,9999,0,0,1
0,11,1,1,1,1,10,0,0,1,1,1,29,2,375,5,2,8,365.91073608,1,1,0,0,0,0,1
9999,31,1,1,1,1,10,0,1,1,1,1,29,4,376,4,6,6,365.91073608,1,1,0,9999,0,1,1
0,11,1,1,1,1,10,0,1,1,1,1,29,3,377,4,6,8,365.91073608,1,1,0,0,1,0,1
0,13,3,1,1,1,10,0,0,1,1,1,29,2,378,3,6,8,365.91073608,1,1,0,0,0,0,1
0,21,3,1,3,1,10,1,0,1,1,1,29,1,379,3,2,8,365.91073608,1,1,0,0,0,0,1
9,91,1,2,3,1,10,0,0,1,1,1,29,2,380,5,2,8,365.91073608,1,1,0,9,1,0,0
0,11,1,1,1,1,10,0,1,1,1,1,29,2,381,4,6,8,365.91073608,1,1,0,0,1,1,0
9,91,1,2,1,1,10,0,9999,1,1,1,29,3,382,5,2,6,365.91073608,1,1,0,9,0,1,0
9,91,1,2,1,1,10,0,1,1,1,1,29,2,383,5,6,6,365.91073608,1,1,1,9,0,0,0
9,91,1,1,1,1,8,0,1,1,1,1,29,2,384,4,6,8,383.60778809,1,1,0,9,1,1,0
9,91,1,1,1,1,8,0,1,1,1,1,29,3,385,4,2,6,383.60778809,1,1,0,9,0,1,0
9,91,3,1,1,1,8,0,1,1,1,1,29,2,386,4,6,8,383.60778809,1,1,0,9,0,1,0
9,91,1,1,1,1,8,0,0,1,1,1,29,2,387,3,6,1,383.60778809,1,1,0,9,0,0,1
9,91,1,1,1,1,8,0,0,1,1,1,29,3,388,5,2,6,383.60778809,1,1,0,9,0,0,1
9,91,1,1,1,1,8,0,0,1,1,1,29,3,389,4,2,8,383.60778809,1,1,0,9,0,0,1
9,91,2,1,1,1,8,0,1,4,1,1,29,3,390,4,2,2,383.60778809,1,2,0,9,0,1,0
0,11,1,1,1,1,8,0,0,1,1,1,29,1,391,4,2,8,383.60778809,1,1,0,0,0,0,1
0,11,1,1,3,1,8,0,0,1,1,1,29,2,392,2,6,8,383.60778809,1,1,0,0,0,0,1
1,13,1,1,1,1,8,0,1,1,1,1,29,2,393,1,6,8,383.60778809,0,1,0,1,0,1,0
9,91,1,1,1,1,8,0,1,1,1,1,29,4,394,3,6,8,383.60778809,1,1,0,9,1,0,1
9,91,1,1,1,1,8,0,1,1,1,1,29,1,395,3,6,8,383.60778809,1,1,0,9,0,0,1
0,11,1,1,1,1,8,0,1,1,1,1,29,0,396,2,6,8,383.60778809,1,1,0,0,1,0,0
0,11,1,1,1,1,8,1,0,1,1,1,29,3,397,4,6,6,383.60778809,1,1,0,0,0,0,1
0,12,1,1,1,1,8,1,0,1,1,1,29,4,398,4,5,8,383.60778809,1,1,0,0,0,0,1
9,91,1,2,1,1,8,0,1,1,1,1,29,5,399,5,2,4,383.60778809,1,3,0,9,0,1,0
9,91,3,1,4,1,8,0,1,1,1,1,29,1,400,2,6,8,383.60778809,1,1,0,9,0,1,0
9999,9999,5,9999,1,1,8,9999,1,1,1,1,29,1,401,2,5,3,383.60778809,1,1,1,9999,0,0,0
1,11,3,1,1,1,8,0,1,1,1,1,29,2,402,2,6,8,383.60778809,1,1,0,1,0,1,0
9,91,1,2,1,1,8,1,1,1,1,1,29,3,403,5,2,4,383.60778809,1,3,0,9,0,1,0
1,11,2,1,3,1,7,0,0,1,1,3,29,1,405,2,5,8,357.61621094,1,1,0,1,0,1,0
9999,11,3,1,1,1,7,0,1,1,1,3,29,0,407,4,5,8,357.61621094,1,1,0,9999,0,1,0
9,91,1,2,1,1,7,0,1,1,1,3,29,3,409,5,2,8,357.61621094,1,1,0,9,0,1,0
9999,12,1,1,3,1,7,0,1,1,1,3,29,3,411,5,2,6,357.61621094,1,1,0,9999,0,1,0
9,91,1,1,1,1,7,0,1,1,1,3,29,3,413,5,2,8,357.61621094,1,1,0,9,0,1,0
0,11,1,1,1,1,7,0,1,1,1,3,29,4,415,4,5,8,357.61621094,1,1,0,0,0,1,0
9,91,1,1,1,1,7,0,1,1,1,3,29,4,418,4,9999,8,357.61621094,1,1,0,9,0,1,0
9,91,1,2,1,1,7,0,1,1,1,3,29,4,419,5,2,6,357.61621094,1,1,0,9,0,1,0
1,11,1,2,1,1,7,0,1,1,1,3,29,3,420,5,2,8,357.61621094,1,1,0,1,0,1,0
0,11,1,1,1,1,7,0,1,1,1,3,29,3,421,3,6,8,357.61621094,1,1,0,0,0,1,0
0,21,3,1,3,1,6,1,1,1,1,2,29,0,423,2,6,3,356.34274292,4,1,0,0,0,1,0
9,91,1,2,1,1,6,0,1,1,1,2,29,4,424,5,2,6,356.34274292,1,1,1,9,0,1,0
9999,21,5,2,1,1,6,0,1,1,1,2,29,1,425,5,5,1,356.34274292,1,1,1,9999,0,1,1
9,91,1,2,3,3,6,0,0,1,1,2,29,4,426,5,2,8,356.34274292,1,1,0,9,0,1,1
1,21,3,1,3,1,6,0,1,1,1,2,29,1,427,2,6,8,356.34274292,1,1,0,1,0,1,1
1,21,1,1,3,3,6,0,1,1,1,2,29,2,428,2,6,8,356.34274292,1,1,0,1,0,1,0
0,21,1,1,3,1,6,0,0,1,1,2,29,1,429,2,6,8,356.34274292,1,1,0,0,0,1,0
0,21,3,1,3,1,6,0,1,1,1,2,29,2,430,4,2,8,356.34274292,1,1,0,0,0,1,0
9999,9999,3,9999,3,1,6,9999,1,5,1,2,29,1,431,1,6,2,356.34274292,4,1,0,9999,0,1,1
1,11,1,1,1,1,6,0,0,1,1,2,29,4,432,5,2,8,356.34274292,1,1,0,1,0,1,0
9,91,1,1,1,1,6,0,0,1,1,2,29,0,433,3,6,8,356.34274292,4,1,1,9,0,0,1
1,21,1,1,1,1,6,0,0,1,1,2,29,5,434,4,2,7,356.34274292,1,1,0,1,0,1,1
0,11,1,1,1,1,6,0,0,1,1,2,29,2,435,4,2,8,356.34274292,1,1,0,0,0,1,0
1,21,1,1,1,1,6,0,1,1,1,2,29,2,436,3,6,8,356.34274292,1,1,0,1,0,1,0
0,31,3,1,1,1,7,0,0,1,1,4,29,2,437,3,2,8,357.61621094,1,1,0,0,0,0,1
0,21,5,1,1,1,7,0,0,1,1,4,29,1,438,1,6,3,357.61621094,1,1,0,0,0,1,0
0,11,1,1,1,1,7,0,1,1,1,4,29,3,439,5,2,8,357.61621094,1,1,0,0,1,0,0
0,11,1,1,1,1,7,0,0,1,1,4,29,3,440,4,1,8,357.61621094,1,1,0,0,1,0,0
0,41,4,1,1,1,7,0,0,1,1,4,29,3,441,2,6,8,357.61621094,1,1,0,0,1,0,1
0,11,1,1,1,1,7,0,0,1,1,4,29,2,442,3,6,8,357.61621094,1,1,0,0,0,0,1
0,41,1,1,1,1,7,0,1,1,1,4,29,2,443,2,6,8,357.61621094,1,1,0,0,1,0,1
1,41,1,1,1,1,7,0,0,1,1,4,29,1,444,4,6,8,357.61621094,1,1,0,1,1,0,1
0,11,3,0,1,1,7,9,0,1,1,4,29,2,445,1,6,1,357.61621094,0,1,0,0,0,0,1
1,11,5,0,3,3,7,9,0,1,1,4,29,1,446,1,6,3,357.61621094,1,1,0,1,1,0,1
1,11,5,1,1,1,7,0,0,1,1,4,29,0,447,1,6,8,357.61621094,1,1,0,1,0,0,1
9999,9999,1,9999,1,1,7,9999,1,1,1,4,29,3,448,2,6,8,357.61621094,1,1,0,9999,1,0,1
1,41,1,1,3,1,7,0,1,1,1,4,29,4,449,4,2,8,357.61621094,1,1,0,1,0,0,1
0,41,1,1,1,1,7,0,1,1,1,4,29,3,450,3,2,8,357.61621094,1,1,0,0,0,0,1
1,11,1,1,1,1,7,0,1,1,1,4,29,4,451,3,6,8,357.61621094,1,1,0,1,1,0,0
1,11,1,1,3,1,10,0,1,1,1,2,29,3,452,3,6,8,365.91073608,1,1,0,1,1,0,0
1,11,2,1,3,3,10,0,1,1,1,2,29,0,453,2,6,1,365.91073608,1,1,0,1,1,0,0
9999,9999,4,9999,3,1,10,9999,9999,1,1,2,29,2,454,2,6,8,365.91073608,1,1,0,9999,1,0,1
9,91,5,1,1,1,10,0,1,1,1,2,29,3,455,3,6,1,365.91073608,1,1,0,9,1,0,1
9,91,8,1,3,3,10,0,0,1,1,2,29,2,456,2,6,3,365.91073608,1,1,0,9,0,0,1
0,21,1,1,1,1,10,0,0,1,1,2,29,3,457,3,6,8,365.91073608,1,1,1,0,0,0,0
0,21,2,1,1,1,10,0,1,1,1,2,29,2,458,2,6,3,365.91073608,1,1,0,0,0,0,1
9999,9999,1,9999,9999,9999,10,9999,9999,1,1,2,29,2,459,2,9999,8,365.91073608,9999,1,0,9999,0,0,0
0,11,5,1,1,1,10,0,1,1,1,2,29,1,460,2,6,1,365.91073608,1,1,0,0,0,0,1
9,91,1,1,1,1,10,0,1,1,1,2,29,4,461,5,2,6,365.91073608,1,1,1,9,0,0,1
9,91,1,1,1,1,9,0,0,1,1,1,29,3,462,4,6,8,329.75,1,1,0,9,1,0,0
9,91,1,1,1,1,9,0,1,1,1,1,29,3,463,4,5,8,329.75,1,1,0,9,1,0,0
9,91,1,1,1,1,9,0,1,1,1,1,29,2,464,4,6,6,329.75,1,1,0,9,0,0,1
0,11,1,1,1,1,9,0,1,1,1,1,29,1,465,3,6,8,329.75,1,1,1,0,0,0,1
9,91,1,2,1,1,9,0,0,1,1,1,29,3,466,5,6,8,329.75,1,1,0,9,0,0,1
0,21,1,1,1,1,9,0,0,1,1,1,29,3,467,3,6,8,329.75,1,1,0,0,0,0,1
9,91,1,1,1,1,9,0,0,1,1,1,29,2,468,5,2,8,329.75,1,1,0,9,0,0,1
1,32,1,1,1,1,9,0,1,1,1,1,29,4,469,4,6,6,329.75,1,1,0,1,0,0,1
0,13,1,3,1,1,9,0,0,1,1,1,29,3,470,3,6,8,329.75,1,1,0,0,1,0,0
9,91,1,1,1,1,9,0,0,1,1,1,29,3,471,4,6,8,329.75,1,1,0,9,0,0,1
1,11,1,2,1,1,9,0,0,1,1,1,29,3,472,5,2,6,329.75,1,1,1,1,0,0,0
9,91,1,1,1,1,9,0,1,1,1,1,29,2,473,5,2,8,329.75,1,1,0,9,0,0,1
9,91,1,1,1,1,9,0,0,1,1,1,29,3,474,5,2,6,329.75,1,1,0,9,1,0,1
3,11,1,1,1,1,9,0,1,1,1,1,29,2,475,5,2,4,329.75,1,1,1,1,0,0,1
9,91,1,1,1,1,9,0,1,1,1,1,29,2,476,5,2,6,329.75,1,1,1,9,0,0,0
9,91,1,2,1,1,9,0,0,1,1,1,29,3,477,5,2,4,329.75,1,1,0,9,0,0,1
0,41,5,3,1,1,9,0,1,1,1,2,29,1,478,2,6,8,329.75,1,1,0,0,1,0,1
3,12,1,1,1,1,9,0,1,1,1,2,29,2,479,3,6,8,329.75,1,1,0,1,1,0,0
0,41,5,1,1,1,9,0,1,1,1,2,29,1,480,2,6,8,329.75,1,1,0,0,1,0,1
0,12,10,1,1,1,9,1,0,1,1,2,29,0,481,3,6,8,329.75,1,1,0,0,1,0,1
1,41,1,1,1,1,9,0,0,1,1,2,29,2,482,3,6,8,329.75,1,1,0,1,1,0,1
0,11,5,3,1,1,9,0,1,1,1,2,29,0,483,1,6,3,329.75,1,1,0,0,1,0,1
0,41,2,1,3,1,9,0,0,1,1,2,29,0,484,1,6,2,329.75,1,1,0,0,1,0,1
1,41,3,1,1,1,9,0,1,1,1,2,29,7,485,2,6,8,329.75,1,1,0,1,1,0,0
0,41,1,1,1,1,9,0,1,1,1,2,29,2,486,2,6,8,329.75,1,1,0,0,0,0,1
0,11,3,1,1,1,9,0,1,1,1,2,29,2,487,4,6,8,329.75,1,1,0,0,1,0,0
0,41,3,1,3,1,9,0,1,1,1,2,29,1,488,2,6,8,329.75,1,1,0,0,1,0,1
1,41,1,1,1,1,9,0,0,1,1,2,29,5,489,4,6,8,329.75,1,1,0,1,1,0,1
0,12,1,1,1,1,9,0,0,1,1,2,29,3,490,2,6,8,329.75,1,1,1,0,0,0,1
1,11,1,1,1,1,9,0,1,1,1,2,29,2,491,3,6,8,329.75,1,1,0,1,1,0,1
3,13,1,1,1,1,9,0,1,1,1,2,29,2,492,2,6,8,329.75,1,1,0,1,0,0,1
1,11,1,1,1,1,9,0,1,1,1,2,29,3,493,4,2,8,329.75,1,1,0,1,1,0,1
3,12,5,1,1,1,9,0,1,5,1,2,29,1,494,2,6,8,329.75,1,1,0,1,1,0,1
0,12,1,1,1,1,9,0,1,1,1,2,29,2,495,3,5,8,329.75,1,1,1,0,0,0,0
1,41,5,1,1,1,9,0,1,1,1,2,29,1,496,2,6,1,329.75,1,1,1,1,0,0,0
1,41,1,1,1,1,9,0,1,1,1,2,29,0,497,2,6,8,329.75,1,1,0,1,1,0,0
3,11,3,1,1,1,9,0,1,1,1,2,29,0,498,3,6,8,329.75,1,1,0,1,1,0,1
0,41,3,1,1,1,9,1,1,1,1,2,29,1,499,2,6,8,329.75,1,1,0,0,1,0,0
9999,9999,1,9999,2,2,9,9999,1,1,1,2,29,2,500,3,6,8,329.75,1,1,0,9999,0,0,1
0,41,3,1,1,1,8,0,1,1,1,2,29,0,501,2,6,3,375.89712524,1,1,0,0,0,0,1
1,11,1,1,2,1,8,0,1,1,1,2,29,3,502,4,6,6,375.89712524,1,1,1,1,0,0,0
0,41,1,1,1,1,8,0,1,1,1,2,29,4,503,3,6,8,375.89712524,1,1,0,0,1,0,0
4,41,5,1,1,1,8,0,0,1,1,2,29,2,504,1,6,3,375.89712524,1,1,0,1,1,0,1
0,41,5,1,2,1,8,0,1,1,1,2,29,0,505,1,6,1,375.89712524,1,1,1,0,0,0,1
